userid,finalgrade,top_features,top_values
63d16353919d7399b683a1d28b8c5051afb282841d4716c8c234dec77fad5ad6,98.88888,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Quiz_Viewed, Files_Uploaded","5.812, -2.193, 2.015, -1.176, -1.017"
26b723e1ecc62bc721223bfab105864b867139bd597f8391df770ca0b5cc6d7b,100.0,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Session_Interval_CV","5.745, 2.134, 1.938, -1.740, -1.110"
8aaf2b75967127dfdad4ec25259227f787659e85ddf668f2b834f1e7a69dd550,50.0,"Quiz_Submitted, Quiz_Reviewed, Total_Time_Online, Assignments_Submitted, Num_Sessions","-7.242, -6.802, -1.569, -1.501, -1.386"
6b32ac1a3edaa726858d8f9ce22695330a1bd776c78280b0769dabebfaf6cd78,100.0,"Quiz_Submitted, Meeting_Joined, Quiz_Reviewed, Quiz_Started, Content_Views","5.489, -3.008, 2.025, -1.603, -0.834"
359fe6ac61ee697ea38cc1c568271cdf1784c7fac0313b7ea305002d4525bd8c,100.0,"Quiz_Submitted, Files_Downloaded, Session_Start_Hour_STD, Files_Uploaded, Quiz_Reviewed","-3.976, 0.996, -0.936, -0.734, -0.680"
40c3112c6c26ce3895c272465654d4328d13e28f28e8bcf62519ca528608d074,98.4127,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Uploaded","6.329, 2.156, -2.073, -1.254, -1.052"
eed5a1f4d5e2186fe581a2d85f9f4f01602a08521c492f0724fe77bf1eb4f9e6,100.0,"Quiz_Submitted, Meeting_Joined, Quiz_Started, Quiz_Reviewed, Session_Interval_CV","5.106, -3.072, -2.899, 2.010, -0.714"
7a6ccee7715ae8709c4b02372dd6a6742a5f90f75ab45c9eb24161bf1ed2762d,64.34731,"Quiz_Submitted, Quiz_Reviewed, Files_Downloaded, Quiz_Started, Files_Uploaded","6.112, 2.291, -1.967, -1.910, -1.447"
d621a95dfdfc92002171067eecc4745e4d846097475575cd080f1e9c5844b931,100.0,"Quiz_Submitted, Meeting_Joined, Files_Downloaded, Quiz_Reviewed, Content_Views","6.151, -3.024, -2.273, 2.148, -1.689"
47583d27aa1e0b12e086aed524960ad3961148fe9d4d34e32c5bd3885252752f,91.66667,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Quiz_Started, Meeting_Joined","6.527, 2.922, 2.266, -2.150, 0.956"
71da23a8d49ac37196aa0108265af48c23d7753e991cb32db270063feaa14146,94.58334,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Downloaded, Files_Uploaded","7.558, 2.494, -2.181, -1.556, -1.127"
dbb328c425ed1e7e761159405fdb7176dfc960d23e51caabbd1c9030278233bd,40.0,"Quiz_Submitted, Quiz_Reviewed, Total_Time_Online, Course_Views, Module_Views","-5.795, -5.164, 1.868, -1.772, -1.684"
848e82c00d7c1e73ad75dfc6e956132e1f4e1d217c98f145a9692fd18c08d0ba,75.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","5.700, 2.146, -1.983, 0.944, 0.942"
41e2df3b65c39224fd320bd76712673693d2dce6a65a45501a3e62eb5e32fd38,91.66667,"Quiz_Submitted, Quiz_Viewed, Quiz_Reviewed, Quiz_Started, Files_Uploaded","5.826, 2.448, 1.728, -1.379, -1.361"
756cd40a7966be2d3f674b02ab4ab57d1696f091c9f51962cad776ce8c447040,86.25,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Avg_Time_Per_Session, Quiz_Viewed","6.355, 2.244, -1.856, -1.758, -1.735"
d7a182f7d99d1e200c302b184a7c4785ff70800eb17678bf7d50b51804da4fd9,33.33335,"Quiz_Submitted, Quiz_Reviewed, Assignments_Submitted, Files_Uploaded, Meeting_Joined","-9.307, -8.686, -1.586, -1.374, -1.315"
8a65ad60a570dca7223df6bfc9999e9d349bb42b6d80e1ad6c0397a564f0c90b,100.0,"Quiz_Submitted, Session_Interval_CV, Quiz_Started, Quiz_Reviewed, Forum_Views","5.414, -3.498, -2.115, 2.098, 0.920"
7c0920fee1f22335185f58ef39b70dede5410e685a1103af04380199f4f75dc7,88.8889,"Content_Views, Files_Uploaded, Quiz_Reviewed, Quiz_Started, Quiz_Submitted","-3.132, -2.832, 1.577, -1.426, -1.426"
bff6a8edf66676a6d64522dfd44754f9772da0f38952b097fe1f71f114007667,91.42858,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Quiz_Viewed","6.447, 2.406, -2.074, -1.742, -1.451"
aa8c36e19893007fdb3b4072263ad953214a48e788b86017ddf6b2a2b7c18006,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Viewed, Quiz_Started, Files_Uploaded","5.714, 2.289, 2.238, -1.403, -1.218"
5a0530dbbb3764b381a7bce22dfa54fc0b452d52797c22ad527de287ac871a2f,88.8889,"Quiz_Reviewed, Quiz_Submitted, Files_Uploaded, Avg_Time_Per_Session, Assignments_Submitted","-6.459, -5.770, -1.180, -1.144, -0.959"
d124a5c3d885eff023d5be8240b54af907334f550b5aff833df5070a9e9308d5,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","6.598, 2.305, -2.101, 1.545, 1.138"
04b57db15f89937d30705ff108645154ae0db41fce4bba1f03153680250507b7,98.33333,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Files_Downloaded, Quiz_Started","6.658, 2.501, 2.499, -2.362, -2.169"
ea8f0ede0c42e24dc09be2458e32b62f7bbbbb66688bf1819ce690ee0fd38b4f,100.0,"Quiz_Submitted, Files_Uploaded, Quiz_Started, Meeting_Joined, Quiz_Viewed","3.929, 3.331, -1.299, 0.823, 0.822"
59f2c993bf568d019b7cebed138bcf87648e6422812735a17a011662425ba6e1,94.62301,"Quiz_Submitted, Content_Views, Quiz_Reviewed, Quiz_Started, Messages_Sent","6.380, -2.794, 2.556, -1.799, -1.505"
574e9aac79ec714372c31439f7a171d662345b772f4e3321109d0bd82cbb4c75,94.44445,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","7.434, 2.546, -2.373, 1.809, 0.911"
42a1a1f4f498e0011c2e615bfc49939d99e846bc9dc198dff45424a500eb00fe,100.0,"Quiz_Submitted, Files_Downloaded, Quiz_Reviewed, Session_Interval_CV, Module_Views","-3.061, 1.027, -0.723, -0.711, 0.703"
2ffca15ba8ef2651c4dc6c58941cbdf6bd42d926bc044e01d7943190c54a4ded,90.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Quiz_Viewed, Files_Uploaded","7.016, -2.266, 2.160, -0.983, -0.902"
10ad8873d0e97e612b097b4f46bb8acbb8cdd903f33de09b71a3fdb34abd0d1e,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Avg_Time_Per_Session","5.235, 2.264, -1.919, 1.510, -0.769"
d90aa708834cbc6383d203a416aa4f5090897aadf7b7540ed905443b8b98cce3,94.44443,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Meeting_Joined","5.321, 2.075, 2.070, -1.759, 1.045"
cbc6c14f07dc95602590cd8e4e12f33debe01ef6e48b6e0ac27ec1963079af2d,66.6667,"Content_Views, Session_Start_Hour_STD, Quiz_Submitted, Files_Downloaded, Files_Uploaded","-3.196, 2.245, -1.925, 1.693, -1.177"
29db16271f1a82141932b45cefaf8d0bd5d53900476322d822758f1bfa936528,100.0,"Files_Uploaded, Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed","3.196, 2.404, 2.187, -1.405, -1.355"
085808ebab7fd66695f1840bbd7705ca9fcb6b2a8a08e9c6f247a8323e4423e6,66.66667,"Quiz_Submitted, Files_Uploaded, Quiz_Started, Session_Start_Hour_STD, Meeting_Joined","4.125, 2.671, -1.465, 0.872, 0.651"
66c642b2de3dca2c112ecdd6022bd0ce387326ec966adc476a004f0ac950c60a,88.8889,"Quiz_Submitted, Content_Views, Quiz_Started, Files_Uploaded, Meeting_Joined","-14.667, -4.486, -1.888, 1.358, -0.829"
0376d70d3377731774f3d2c242ccba5da917cca32a4e528009fc5a5bfd649d67,100.0,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Meeting_Joined","5.636, 2.236, 1.834, -1.828, 1.077"
0539e2adf9cb9a278ff2d8feae1b534022a543e88c4ff7d8e23f0c371458038b,88.8889,"Files_Uploaded, Quiz_Submitted, Meeting_Joined, Quiz_Reviewed, Quiz_Started","3.791, 2.842, -2.841, 1.671, -1.300"
3228e1d52a3b97890ab35431eb5dba80f0d673670e51f5c09b7df9c01e43457b,66.6667,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Assignments_Submitted","-14.679, 1.275, -1.063, -0.902, -0.808"
7fa54b7c2428ab5b1d6ee96e057bf1dadc794f6aa63659c9e77659d1c4093f74,77.7778,"Quiz_Submitted, Session_Start_Hour_STD, Files_Uploaded, Messages_Sent, Quiz_Reviewed","-6.519, -1.183, 0.869, 0.580, 0.550"
3271744bb6b1834b84d90e188b5b1aa9a9af8eb5fee900f378eb9b6aa4f03afb,91.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","6.535, 2.336, -2.302, 1.856, 0.594"
7118c4ee23235fc76832d5df34a4349ad281b585816bd9ab131ed909e57b966e,69.8413,"Quiz_Submitted, Quiz_Reviewed, Assignments_Submitted, Num_Sessions, Files_Uploaded","-9.744, -6.448, 1.774, -1.489, 1.340"
0ed22c5ba40af7bbdf43ce31ced357001d82bb146495467228baafdf715c6da5,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","6.057, 2.293, -2.000, 1.662, 0.812"
394c4ac19085ee636c094e4e3329d6bce00dd5197ac68556aeafc038cac7f423,100.0,"Quiz_Reviewed, Session_Start_Hour_STD, Quiz_Viewed, Quiz_Submitted, Total_Time_Online","-4.421, 4.285, 3.086, -2.974, 2.504"
06c0fa66c2a0724ce80ef21f36811b75dbc0523fd12d9eb15087c8fddf6f347b,55.55555,"Quiz_Reviewed, Quiz_Submitted, Files_Uploaded, Messages_Sent, Quiz_Viewed","-6.296, 3.326, -2.904, -2.056, -1.798"
42c0f8a3e39e896b0641fcd3e10aa44ec56d97b8f9ec7af76cb756c363762db1,100.0,"Quiz_Reviewed, Total_Time_Online, Quiz_Submitted, Module_Views, Assignments_Submitted","-4.052, 3.812, -3.756, -1.443, -1.361"
4c9d989563679b0d107b7f9dd4245359731fbf7a5ded9a8fe2211e20c88208e4,88.8889,"Files_Uploaded, Quiz_Reviewed, Quiz_Submitted, Quiz_Started, Quiz_Viewed","2.962, 1.950, 1.917, -1.516, -1.503"
628e77102139e42ff89e6181a337013ed5f24b561a92b1ed763ba66a832e7368,83.33335,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Quiz_Viewed","6.058, 2.180, -2.054, -1.917, -1.619"
66be8c2e41dba203f652d6479b05b75a24011a6d4f28b4366aea8cdebce0d699,96.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Files_Downloaded","7.187, 2.824, -2.073, -1.708, -1.318"
a8613510cd891095cfd8277288ce36c4b53bc3ba66ea39aa14fcc55fccdafd17,66.66667,"Quiz_Submitted, Files_Downloaded, Files_Uploaded, Quiz_Reviewed, Quiz_Started","5.977, -3.750, -2.148, 1.877, -1.846"
10ad8873d0e97e612b097b4f46bb8acbb8cdd903f33de09b71a3fdb34abd0d1e,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Files_Downloaded","5.498, 2.271, -1.938, 1.823, 0.574"
1d400b3edf76d9554454f46ed83997faf22c52e2e35580de9997c5c17fa2dbe1,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Uploaded","6.682, 2.386, -2.100, -1.062, -0.901"
a144dd56a4acb8f941769ed706f44664c841fc019359bde75df71ebcfade8cf6,91.66665,"Quiz_Submitted, Quiz_Viewed, Quiz_Reviewed, Files_Uploaded, Quiz_Started","5.860, 2.126, 1.823, -1.668, -1.402"
5081a7e0549bf20c4c1f5a5d95a08a37eba547d7e45a9ad5fc22481dc82408dd,73.3333,"Quiz_Submitted, Quiz_Reviewed, Meeting_Joined, Session_Start_Hour_STD, Session_Interval_CV","-4.319, 1.950, -1.543, 0.970, 0.714"
be4c092cd21d1300a6b9294a73ae4039365d7c5ad27056adf4056435c940c9fc,97.83068,"Quiz_Submitted, Files_Downloaded, Quiz_Started, Quiz_Reviewed, Files_Uploaded","5.416, -2.408, -1.627, 1.290, -1.252"
0a94c87405a471b537057f4d571a6c501e18894fe6010bb90ce1f26d7064f0ee,83.33335,"Quiz_Reviewed, Quiz_Submitted, Messages_Sent, Meeting_Joined, Quiz_Viewed","-4.997, 4.187, -2.042, -1.745, 1.505"
455dd5cca9d88f15804efefbefabc79a6cfa3b5312ec2ef2de95bcf38085f970,100.0,"Quiz_Submitted, Files_Downloaded, Quiz_Reviewed, Quiz_Started, Avg_Time_Per_Session","6.350, -2.154, 1.942, -1.753, -1.408"
3d0e7a2e7798313b6acd5a0ab2320e600825bf8b3a434f3dad710c0ea88364c6,91.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Quiz_Viewed","7.240, 2.855, -1.996, -1.427, 1.273"
b4b7ed022aa9e28d44c5db715b99e496e62d45934fc212d4bc9eb3e1e3bb1322,100.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Files_Uploaded, Meeting_Joined","6.375, -2.712, 1.985, 1.728, -1.697"
756cd40a7966be2d3f674b02ab4ab57d1696f091c9f51962cad776ce8c447040,91.66665,"Quiz_Submitted, Quiz_Viewed, Quiz_Reviewed, Quiz_Started, Files_Uploaded","5.090, 2.701, 1.685, -1.350, -1.323"
3198a5415e95fb4c5a8137ee954e714239773216b6f61dd7213b5948d7d1982a,55.5556,"Quiz_Reviewed, Quiz_Submitted, Files_Uploaded, Content_Views, Total_Time_Online","-6.248, -5.519, -1.220, 1.218, -1.124"
2e1064b7a385da9f896713601d5bd4b7c9dcb93527b023de4a8ad3ce03cd3ea7,77.7778,"Quiz_Submitted, Quiz_Reviewed, Assignments_Submitted, Quiz_Viewed, Content_Views","-8.526, -6.585, 1.770, -1.118, 1.104"
23d734d8fccf4d1f2157bd303f1064a3890305a68c0c39a8958be7633aff850d,91.81287,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Module_Views","6.226, 2.215, -2.188, -0.769, 0.653"
2ecd6e6b105d2963c13e5130c1493dc3397785ccac59e125451713633ebba3be,51.30953,"Quiz_Submitted, Session_Interval_CV, Quiz_Reviewed, Module_Views, Files_Downloaded","-3.446, 1.421, -1.156, -0.897, 0.733"
b3b311274ca550acdaa30251bf152b562bfde670da5ed6f0abb12ada11dbd2e4,70.0,"Quiz_Submitted, Session_Start_Hour_STD, Quiz_Started, Files_Downloaded, Content_Views","-8.680, 5.443, -1.820, -1.746, 1.163"
42682736c8e3f01a22c435d4f0b368b925e9ffc5772c5d3e87863281f0bdb9d0,66.6667,"Quiz_Submitted, Meeting_Joined, Session_Start_Hour_STD, Session_Interval_CV, Module_Views","-3.478, -2.616, -0.800, -0.599, 0.574"
4a0bb40fa4bc335ee4b3083595d75ab97c36a519f08c7cecc663d60d28250fba,70.3703,"Quiz_Submitted, Files_Downloaded, Session_Interval_CV, Quiz_Reviewed, Files_Uploaded","-2.791, 0.846, 0.799, -0.745, -0.716"
307ea1b8d28cf65248256e60a69395d5caaf38740a63aba0d130ec64e5c2c5b6,100.0,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Content_Views, Quiz_Started","7.256, 2.453, 2.402, -1.978, -1.682"
ac416c6fc944ab0bc3a1ee2fc59963e17f992d10e59e8f5f9ccdf8728c3238c9,91.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","6.858, 2.312, -2.204, 2.004, 0.989"
d5c6da88384bf8034bc3a680c32a23319aaa1f0e3b46a96d4cf299a193b24267,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","6.746, 2.208, -2.177, 1.274, 1.011"
9dce8ab37ab774b4f555e9fea2d0b6b348ac500ea0fa2b0220b74f05d001e2c0,73.61113,"Content_Views, Files_Uploaded, Quiz_Submitted, Quiz_Reviewed, Quiz_Started","-3.350, 2.646, 2.366, 1.781, -1.034"
0a9c2638d31ddd92bb9162a6396d3ab5d123c20dc54d554de81f5b592dd3dbf5,100.0,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Quiz_Started, Messages_Sent","5.500, 2.219, 1.867, -1.716, -1.228"
5d927d4ec0004e2b1e5ec2da92833a65c0e2ac9bafa0700bc5316a515aacd89d,55.5556,"Quiz_Submitted, Meeting_Joined, Quiz_Started, Content_Views, Files_Uploaded","-12.648, -1.912, -1.803, -1.444, 1.076"
7787102c8bc0cf25c1e01a105eff5a4a40bdcb9e8044786a115afe1a43b062b8,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","5.356, 1.945, -1.779, 1.680, 0.857"
2fde6614ab2f2b643a94aecc510e2e97e8b07e98c6f9351a95e55d8206c695f5,17.7778,"Quiz_Reviewed, Quiz_Submitted, Content_Views, Quiz_Viewed, Session_Interval_CV","-26.646, -13.004, -3.028, 2.596, 1.368"
eb076b6e50944fece480dbde6874b8ebea9784aaa6cbd9cf8f253a2b051f6fd1,100.0,"Quiz_Submitted, Files_Downloaded, Quiz_Reviewed, Session_Start_Hour_STD, Files_Uploaded","2.508, 2.097, 1.851, 1.835, -1.814"
cdafb574e0f4316eaa25627ded00b1a86f411b89fe795b6047feb3fa3b705f3a,66.66665,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","6.207, 2.289, -2.018, 1.742, 0.732"
d0b867e5e51800bbcd5455fc0bb33898332d290f30407630ae31bad3872804eb,75.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Downloaded","5.362, 2.064, -1.571, 1.182, 0.861"
8a65ad60a570dca7223df6bfc9999e9d349bb42b6d80e1ad6c0397a564f0c90b,100.0,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Meeting_Joined","6.065, 2.373, 2.008, -1.984, 0.837"
31f39663a32ca61972310238200c9183a4862590e90527ab442f9ebda6fec2dc,100.0,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Messages_Sent","5.943, 2.251, 2.167, -1.928, 1.045"
d19ff34ff38b6a808ec1af8c13180f1100647cfdc55a1b3c33a62eb096aab7c1,100.0,"Content_Views, Quiz_Reviewed, Files_Downloaded, Meeting_Joined, Quiz_Submitted","-2.072, 2.000, 1.815, -1.748, 1.292"
33b2f8d9d620b8569a303d20925837a7d93f7648150aa9ab81fa319036a4b0ed,11.1111,"Quiz_Reviewed, Quiz_Started, Files_Uploaded, Quiz_Submitted, Content_Views","-17.769, -5.756, -2.578, -1.714, 0.921"
af6ac7a19bebcd855e5605e4e1a8b31007ad4fb95c0794ffd1248505b3f19a13,77.7778,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Module_Views, Files_Downloaded","-1.888, -1.681, -1.132, 0.769, -0.629"
1be22b6bbac16f98f9d14576b32bad30a7e8d50f8f7f744a9b0efa3f333d7f74,100.0,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Total_Time_Online","5.991, 2.385, 1.900, -1.879, 0.931"
02818cd1735e10445b3a65efe36cbe8761db7ef5317fdd200befd256dc93936d,75.0,"Files_Downloaded, Session_Start_Hour_STD, Quiz_Reviewed, Files_Uploaded, Content_Views","2.670, 2.456, 1.859, -1.578, -1.446"
9cb85978b2d7fd65b6fa70b9c2ef667e6a9fa7b14209cdfe42a939641c41ea0e,77.7778,"Avg_Time_Per_Session, Files_Uploaded, Quiz_Submitted, Session_Start_Hour_STD, Quiz_Viewed","-2.523, -2.467, 2.440, 2.078, 1.575"
18b1b97bc9cddcfe77a61faef3ae9f6d2fa77dcad83b3d51e4651cbd79464e0f,100.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Files_Uploaded, Meeting_Joined","5.221, -1.696, 1.610, 1.605, 0.936"
76923327cad6328f94daa7a0f9264fe8cf5685e9345d3ad58e1a852b359e6abc,48.1481,"Quiz_Submitted, Quiz_Viewed, Files_Uploaded, Quiz_Started, Assignments_Submitted","-12.229, -1.533, 1.473, -1.371, 1.165"
e0da873c77d0e3f5d61f608b12a4a2f88735488c60865cbaccc10c0062ffeee7,75.0,"Files_Uploaded, Files_Downloaded, Session_Start_Hour_STD, Messages_Sent, Session_Interval_CV","-3.042, -2.027, -1.939, -1.656, -1.540"
8305fa819c1b2d00a29dbf222b68947d2d5a9402c5b95d3785078fd8c48df368,100.0,"Session_Start_Hour_STD, Files_Downloaded, Quiz_Submitted, Files_Uploaded, Quiz_Viewed","4.782, 1.384, -1.015, -1.011, 0.800"
cbb83b685b3c886b96ade0fc38339cb85abae9d1695728a17c9a3a3ba4606a75,94.44443,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Downloaded, Files_Uploaded","7.368, 2.168, -2.163, -1.852, -1.386"
84ab0fa9418669400621cad453b1fc0bbe75d3404e0c8ba352830b717348ebbc,90.27777,"Quiz_Submitted, Avg_Time_Per_Session, Files_Uploaded, Quiz_Reviewed, Quiz_Started","5.420, -4.417, 1.935, 1.711, -1.709"
4a0bb40fa4bc335ee4b3083595d75ab97c36a519f08c7cecc663d60d28250fba,100.0,"Files_Uploaded, Quiz_Submitted, Files_Downloaded, Quiz_Started, Session_Start_Hour_STD","-2.262, 2.014, 1.531, -1.234, -1.080"
a172f7e79e71fde25c5ffaaa52d3273c0c02e41b353d3bf923860fc3480f555d,80.55557,"Quiz_Submitted, Files_Uploaded, Quiz_Started, Quiz_Reviewed, Meeting_Joined","5.819, 1.930, -1.841, 1.745, 0.809"
4754f039a51334c34d008a7095c57174276430bf0c4b934ec391a1a6fcdc5669,55.5556,"Quiz_Submitted, Quiz_Reviewed, Quiz_Viewed, Assignments_Submitted, Files_Downloaded","-7.052, -6.691, -1.624, 1.569, 0.759"
f7d3ef931e39a17b3e2c906dbd6d46735c7feeb30a8183cbeb7cc688a435336d,83.33333,"Quiz_Viewed, Files_Uploaded, Quiz_Started, Quiz_Reviewed, Avg_Time_Per_Session","-4.682, 3.467, -1.591, 1.393, -1.374"
ee940a4b231e6f0d2414299f51ed3181b672035a008dd096f1b9e67c56862568,100.0,"Quiz_Submitted, Module_Views, Quiz_Reviewed, Files_Uploaded, Quiz_Started","3.229, -1.747, 1.538, -1.351, -1.255"
7a6ccee7715ae8709c4b02372dd6a6742a5f90f75ab45c9eb24161bf1ed2762d,66.66665,"Quiz_Submitted, Quiz_Started, Files_Uploaded, Quiz_Reviewed, Messages_Sent","5.886, -2.125, 1.734, 1.676, -1.104"
5c91eb95317f9bba54d211d9a4388cf2386fc6cdfe714a7059da8540c788e06f,98.88888,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Module_Views, Quiz_Started","4.331, 1.891, 1.781, -1.585, -1.366"
4e29ce874cbe6e169fbda6f5a6dcb56b1680a04fbcb407daacc1c6bade8cc80f,100.0,"Quiz_Reviewed, Quiz_Submitted, Quiz_Viewed, Content_Views, Assignments_Submitted","-6.799, -4.485, 2.706, 1.918, -1.594"
224bb0796db85de6ab3f63557571cafd6e51ed2831beed0faecda220a5a1e9f9,100.0,"Session_Start_Hour_STD, Quiz_Reviewed, Files_Downloaded, Module_Views, Content_Views","4.458, 2.000, 1.574, -1.431, 1.226"
30b2d98b9c45635552b9372e7bc1a144cb3cfd52e5616e5951169873d7280d02,6.6667,"Quiz_Reviewed, Quiz_Submitted, Quiz_Viewed, Content_Views, Files_Uploaded","-34.051, -18.372, -8.322, -3.379, -1.017"
1d204958ce9b62182ae22158bddf8c5d89da2dac3ad3d47dc0c54de6f0b8f626,88.8889,"Quiz_Submitted, Quiz_Reviewed, Meeting_Joined, Session_Start_Hour_STD, Files_Uploaded","-5.771, 1.691, -0.984, -0.688, -0.656"
a7472dda7dd1d18832f623a3c7a6263793e5968f665c3dcf1a12bda84e0b5cf8,59.2592,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Session_Interval_CV, Module_Views","-6.655, 1.369, 0.852, 0.620, 0.547"
a9aada69495f836a5ba112d9707022b1eb69d68200e552934694cf0ff85359f7,83.33335,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Files_Uploaded, Session_Interval_CV","5.807, -1.812, 1.780, 1.226, -0.569"
8cbdc2bcadc780857ed2eee9f3b418be84e4a5758d63b342491ef61125294f75,77.7778,"Files_Uploaded, Quiz_Reviewed, Files_Downloaded, Messages_Sent, Quiz_Submitted","-1.508, -1.317, -1.066, -0.899, -0.857"
70cfb191970cd55c59a9e8a574c3f8ea62c46e6274c98e219ae506b6644a52ee,59.2592,"Quiz_Submitted, Quiz_Reviewed, Content_Views, Files_Downloaded, Files_Uploaded","-9.207, -7.586, -4.809, -4.348, -1.534"
72f70d50844c810a052b4c0f320b3f3cc0b4f2a9fe618ec8fae63a0b35deda6c,50.0,"Files_Downloaded, Files_Uploaded, Quiz_Reviewed, Quiz_Viewed, Session_Interval_CV","-4.203, -1.577, -1.438, 0.991, 0.910"
0a9c2638d31ddd92bb9162a6396d3ab5d123c20dc54d554de81f5b592dd3dbf5,77.7778,"Quiz_Submitted, Session_Start_Hour_STD, Files_Uploaded, Session_Interval_CV, Files_Downloaded","-5.001, 1.001, 0.773, 0.655, 0.488"
6912ce52b8d046a580f0696ae37f8991a55900838d2a429f5718e974d6ef0909,16.66665,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Session_Start_Hour_STD","5.035, 1.819, -1.598, -1.561, 1.478"
c38dbf95725ba03e9b5e1abf74968fdee8dd5e8d52e35cf18155f07048620b42,55.55555,"Quiz_Started, Files_Uploaded, Session_Interval_CV, Module_Views, Session_Start_Hour_STD","-2.353, -2.340, 2.202, -1.731, -1.490"
dcfdd5e2ec218d9065072477f2712362df1f182797e603c11ad80e8c7e38e050,66.6667,"Quiz_Submitted, Quiz_Reviewed, Meeting_Joined, Quiz_Viewed, Session_Interval_CV","-2.351, -2.064, -0.986, -0.774, -0.566"
5085868f7aaa8e140a2d476e4bb241f44a08e72e265a2ee8e0523da6920648c3,94.44443,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Quiz_Started, Files_Downloaded","5.801, 2.197, 2.182, -1.777, -1.297"
6c73bb4c1515407930fa53abf7612d51784f3c66ee3474ab88292b279948b8ff,66.6667,"Quiz_Submitted, Meeting_Joined, Quiz_Reviewed, Session_Start_Hour_STD, Session_Interval_CV","-5.817, -2.781, -1.065, -0.731, -0.569"
65ded0f393d17caa2009a6d1202909850fc110c3f04ee3f9e2d6853b975c2b4b,33.3333,"Quiz_Submitted, Course_Views, Session_Start_Hour_STD, Module_Views, Files_Uploaded","-2.614, -1.776, -1.725, -1.562, -1.265"
6e382b6d8a2c0fba2e4819f4f7846b55fb20777f7f21b4c6a00ac9ae2f953433,81.94443,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Session_Interval_CV, Files_Uploaded","7.787, 2.489, -2.378, -0.989, -0.728"
